date,username,tweet
2022-02-13 00:37:11,FakeNewsCNN202,  when did the nfl find a cure for the covid virus   face with tears of joy  i haven t heard of one nfl player  coach or anyone connected with nfl test positive   face with tears of joy  that s odd  it s all about the money  face with tears of joy  their not going to put ram s    or bengals qb in quarantine for the super bowl  face with tears of joy 
2022-02-13 00:37:10,jainebranquinho,eu com sintomas de covid e meus pais aqui no babi  eles s o contra vacina  n o vacinaram   cabe a dura   sou vacinada  t  com dor no corpo inteiro   n o posso nem chegar perto    poca horr vel  
2022-02-13 00:37:10,WandBSports, hes in covid protocol  how tf is he at the game   face with tears of joy 
2022-02-13 00:37:10,MsStarr7, animals use the same drugs humans do  i get your point about ivermectin use  but you clearly skipped mine  veterinarians are still using covid as a reason to refer patients to emergency care  that is backed up       hours  animals are dying w  these policies 
2022-02-13 00:37:10,2Trlc0che,  ben un peut car la grippe est une fois par an le covid entre   et   pics par ans
2022-02-13 00:37:09,bigandtall44,  basically saying  well this person had any symptom of covid on their death bed so we suspect covid    though they tested negative when they died  test them again post mortem and mark them as a presumed positive  this has been admitted in nj by the health department 
2022-02-13 00:37:08,shreekanthv, make no mistake pfizer vaccine is not to solve covid    but to create a generations of unhealthy people so that medical industrial complex run permanently  imagine the pharma industry making billions out of these unhealthy ppl with new drugs to mitigate covid vaccine side effects
2022-02-13 00:37:08,mikercameron,around    people are struck by lightening each year   i don t know your conditions but an individual with one adverse condition is around      times more likely to die if they get covid than they are to be struck by lightning   people really need a better understanding of risk 
2022-02-13 00:37:08,consul_first,  you could have civilians shadow covid care nurses   it s been two years you think they could do an ok job 
2022-02-13 00:37:08,PoohBea04909601,  exactly same  i ve had a cold  i ve had the flu  i m fairly healthy but i m not willing to bet the rest of my life on long covid  
2022-02-13 00:37:07,QueenGeog, good thinking  i blame covid and hardly any sleep for my slow brain today xx
2022-02-13 00:37:07,means_over, does it have anything to do with the healthcare system being better and the fact that their people aren t fat  unhealthy diabetics   even if they masked up  the people that think it s fat and okay will be getting pulled into the hospital  obesity was the worst thing for covid 
2022-02-13 00:37:07,samanth77470710, had covid in january       being booked for an angiogram 
2022-02-13 00:37:06,vickersty, yes  vitamin d is a vitamin  it s essential for health  this isn t controversial   it doesn t prevent covid  per se  but  not having enough  is very bad for you   it s also a very safe preventative health measure in general  and everyone should take it into consideration 
2022-02-13 00:37:06,Libero_official,bollettino covid    febbraio         nuovi contagi e     decessi  sia i ricoveri ordinari che quelli in terapia intensiva sono in calo per il quinto giorno consecutivo  
2022-02-13 00:37:06,jennyyyyc,i think i had covid   years ago  rolling on the floor laughing   i really was hella sick like this all january this year 
